policy_id,age,exposure,year
443,59,0.6451447126455605,2019
444,57,0.8825273277470842,2001
445,59,0.9647824878338724,2014
446,49,0.5049614089075476,2006
447,43,0.7502406683051959,2013
448,30,0.6296941257314757,2014
449,37,0.7310685323318467,2014
450,55,0.7037234385497868,2002
451,37,0.9176559374900535,2016
452,46,0.5669481068616733,2014
453,37,0.9347656754544005,2001
454,47,0.6961702252738178,2001
455,58,0.8100048488704488,2006
456,65,0.5642572585493326,2002
457,25,0.9408372073667124,2014
458,56,0.820158819667995,2022
459,27,0.7559962519444525,2006
460,34,0.8157153079519048,2023
461,80,0.982308512669988,2016
462,35,0.8956563335377723,2001
463,57,0.9744994061766192,2016
464,68,0.8307309350930154,2021
465,59,0.727883494226262,2005
466,72,0.9722723754821345,2009
467,28,0.834713032701984,2002
468,66,0.6748486392898485,2022
469,61,0.6733553814701736,2020
470,19,0.5078237111447379,2012
471,36,0.7256453424924985,2023
472,30,0.7551177125424147,2007
473,30,0.5301146316342056,2020
474,48,0.8710525336209685,2021
475,47,0.5765665787039325,2009
476,68,0.6720616685925052,2013
477,39,0.6903517700266093,2019
478,47,0.9596872454276308,2000
479,27,0.8185716924490407,2000
480,33,0.9315955026540905,2010
481,22,0.7064356735209003,2011
482,53,0.8522682740585878,2013
483,67,0.5986390606267378,2005
484,50,0.763906764681451,2004
485,33,0.9498971858993173,2018
486,45,0.6453226337907836,2006
487,66,0.6528138453140855,2009
488,29,0.7148882183246315,2022
489,70,0.9433490424416959,2003
490,45,0.8402643710142002,2012
491,19,0.7188959340564907,2005
492,67,0.9167135356692597,2007
493,29,0.6210025352193043,2023
494,64,0.6917856319341809,2000
495,68,0.560133155551739,2014
496,70,0.6166146427858621,2013
497,23,0.843787674442865,2003
498,33,0.9966747423168272,2013
499,75,0.9160840457770973,2019
500,32,0.8489826035220176,2014
501,36,0.7624209154164419,2004
502,76,0.5915514571825042,2017
503,20,0.9910709121031687,2002
504,63,0.9120338972425088,2015
505,50,0.9841435996349901,2007
506,73,0.7622968752402812,2014
507,50,0.8720392951508984,2010
508,65,0.8979108682833612,2018
509,28,0.7507134854095057,2018
510,53,0.7603273791028187,2016
511,73,0.8523561913752928,2012
512,61,0.7383517198031768,2019
513,62,0.6470470171188936,2017
514,27,0.7680497015826404,2007
515,59,0.7946229696972296,2012
516,41,0.83005819353275,2003
517,45,0.9781028473516926,2018
518,56,0.6354512536199763,2003
519,35,0.6323715939652175,2023
520,34,0.6280584783526137,2014
521,37,0.7175178206525743,2019
522,76,0.7133505565579981,2002
523,26,0.6956848807167262,2003
524,70,0.7840033104876056,2017
525,28,0.686513863503933,2005
526,61,0.6877394936745986,2000
527,25,0.6532909005181864,2016
528,67,0.8121861730469391,2020
529,22,0.5823205519700423,2013
530,46,0.5676441824762151,2008
531,67,0.5410103048197925,2017
532,23,0.5381105289561674,2011
533,27,0.8450187155976892,2018
534,43,0.985377607634291,2020
535,26,0.8962653018534184,2014
536,28,0.827319807256572,2021
537,72,0.845068528316915,2016
538,23,0.6728366788011044,2023
539,49,0.8220273941988125,2005
540,29,0.6948774614138529,2002
541,36,0.5621460053371266,2010
542,44,0.8919039790052921,2016
543,73,0.93404120428022,2012
544,49,0.7083543223561719,2002
545,44,0.8245003967313096,2016
546,47,0.7880869595101103,2009
547,72,0.9470380740240216,2013
548,21,0.6978052105987445,2012
549,41,0.6982448054477572,2014
550,45,0.6540239827008918,2001
551,20,0.5485652935458347,2007
552,63,0.8632380494382232,2000
553,57,0.9448755711782724,2004
554,23,0.7781301869545132,2009
555,53,0.5657900518272072,2009
556,72,0.9517548937583342,2007
557,59,0.6982571862172335,2012
558,65,0.5651052256580442,2007
559,76,0.9498004905181006,2002
560,73,0.7230922086164355,2006
561,47,0.7167372779222205,2012
562,65,0.7086142175830901,2017
563,69,0.6570792712736875,2021
564,27,0.5706090921303257,2013
565,42,0.8952345345169306,2004
566,55,0.9204130340367556,2007
567,68,0.5964850079035386,2017
568,53,0.728617966058664,2014
569,58,0.6263909147819504,2015
570,42,0.5414704765425995,2001
571,21,0.8845274009509012,2022
572,32,0.638439106172882,2017
573,69,0.752539069741033,2019
574,39,0.5672537705395371,2004
575,70,0.7386174675775692,2007
576,66,0.9253091067075729,2011
577,41,0.5070344074629247,2013
578,56,0.9972516155103222,2021
579,64,0.8945036731893197,2008
580,77,0.62512300128582865,2022
581,80,0.8702616879018024,2017
582,54,0.7316288276342675,2014
583,63,0.5177280803909525,2008
584,71,0.8050798007752746,2013
585,64,0.7001330769853666,2016
586,32,0.998312636045739,2020
587,33,0.7212939917808399,2009
588,36,0.5049647206906229,2013
589,25,0.5127214740496129,2014
590,48,0.6518207343760878,2012
591,75,0.5621683461358771,2004
592,54,0.5572639387100935,2016
593,56,0.7260243679629639,2020
594,69,0.7049844857538119,2022
595,65,0.6356690573738888,2020
596,77,0.6956563675776124,2012
597,79,0.7781697191530839,2009
598,33,0.61637676518876106,2020
599,26,0.5237112608738244,2010
600,28,0.9833422815427184,2013
601,60,0.5798831960419193,2020
602,68,0.8007179126143456,2009
603,47,0.9692604000447318,2012
604,78,0.9958288496127352,2015
605,27,0.7957150199217722,2017
606,72,0.897460644482635,2002
607,78,0.5438730206806213,2002
608,51,0.5514398635132238,2009
609,74,0.5651982871349901,2009
610,79,0.6127886979375035,2006
611,55,0.6676029158988968,2021
612,37,0.8037940789945424,2008
613,80,0.5981922927312553,2021
614,63,0.6408330897102132,2017
615,31,0.5404402741696686,2021
616,23,0.8192195508163422,2000
617,35,0.9287100638030097,2018
618,19,0.8840452190488577,2022
619,73,0.8021571530262008,2019
620,25,0.8315835489192978,2006
621,28,0.8734562661265954,2001
622,38,0.7232294998830184,2016
623,74,0.6036137777846307,2015
624,24,0.6299686140846461,2016
625,68,0.7168915206566453,2017
626,40,0.5493216579779983,2011
627,25,0.5165663411607966,2016
628,76,0.8167043223511428,2022
629,27,0.7688548737205565,2023
630,54,0.9109116221079603,2022
631,34,0.830753875314258,2010
632,72,0.7341250453609973,2003
633,23,0.9292609948897734,2015
634,57,0.887230291380547,2007
635,69,0.6911681825295091,2000
636,23,0.9935220289044082,2022
637,64,0.6068102018907666,2010
638,45,0.9867162241134793,2001
639,49,0.725458629312925,2010
640,66,0.6551667111925781,2018
641,52,0.9296078645857051,2021
642,45,0.8538558189757168,2007
643,64,0.7784836444770917,2004
644,37,0.620636954670772,2015
645,18,0.7621991621563211,2004
646,22,0.8774221182102337,2009
647,28,0.7499268689425662,2006
648,64,0.7383648452814668,2009
649,37,0.7517826994881034,2002
650,19,0.8046677568927407,2011
651,79,0.7467673397623003,2022
652,65,0.5975831142859533,2015
653,80,0.7560598312411457,2002
654,79,0.9429856411879882,2016
655,72,0.5380026343045756,2021
656,68,0.7332283339928836,2010
657,27,0.9329484351910651,2012
658,68,0.6639137659221888,2019
659,76,0.7975614751921967,2023
660,66,0.7347311869962141,2004
661,24,0.8798363463720307,2014
662,78,0.765224460279569,2001
663,55,0.9843496406683698,2008
664,61,0.9745852773776278,2000
665,53,0.7874974085716531,2005
666,70,0.5666717935819179,2007
667,40,0.6266401949105784,2001
668,68,0.9965167983900756,2008
669,51,0.7038871968397871,2003
670,41,0.6098343804478645,2010
671,21,0.6741228789323941,2013
672,71,0.7846600344637409,2016
673,46,0.5151699299458414,2017
674,75,0.5098941401811317,2001
675,40,0.6677276284899563,2001
676,76,0.6282037879573181,2005
677,28,0.51135796145536,2014
678,71,0.8839232716709375,2004
679,50,0.8904699508566409,2008
680,71,0.84665121347643435,2012
681,73,0.5255379138980061,2008
682,68,0.8296534384135157,2014
683,67,0.8813354769954458,2004
684,76,0.6601669505471364,2007
685,65,0.7019907910143957,2019
686,20,0.5163113692542538,2020
687,50,0.7461133064934984,2023
688,47,0.5708374523092061,2002
689,51,0.8995792143978179,2001
690,19,0.7045562067069113,2018
691,57,0.9682173687033355,2019
692,75,0.86645488278009,2018
693,37,0.7174813472665846,2009
694,31,0.8994144492316991,2016
695,42,0.6831506432499737,2005
696,62,0.6904937924118713,2022
697,24,0.8367738240631297,2010
698,57,0.7198849669657648,2003
699,78,0.8563026457559317,2018
700,52,0.7176588358124718,2013
701,48,0.8326859443914145,2011
702,39,0.7615320822224021,2000
703,33,0.951792907086201,2002
704,76,0.9689355401787907,2003
705,39,0.9805500144138932,2000
706,46,0.6168505212990567,2009
707,73,0.7157225955743343,2023
708,50,0.7094393818406388,2023
709,61,0.5797922422643751,2018
710,67,0.7656874160747975,2000
711,70,0.9667504763929173,2009
712,48,0.545202445005998,2021
713,63,0.8282001659972593,2004
714,25,0.5892587933922186,2009
715,41,0.624291060725227,2010
716,77,0.7896810718812048,2019
717,47,0.5495766125386581,2012
718,40,0.8326677534496412,2017
719,54,0.810137392138131,2010
720,49,0.9364378203172237,2008
721,34,0.5994208549382165,2000
722,43,0.660356497275643,2017
723,76,0.704854272888042,2018
724,74,0.9635065358597785,2008
725,74,0.5217404445866123,2016
726,60,0.5968206039397046,2023
727,40,0.8600317020900548,2004
728,43,0.52760639868211,2000
729,53,0.9906170795438811,2020
730,62,0.5129132794681937,2007
731,25,0.7546065755886957,2015
732,32,0.9326071683317423,2004
733,80,0.6508073061704636,2004
734,76,0.8098841109313071,2022
735,53,0.7826179821277037,2010
736,62,0.724058160209097,2013
737,20,0.9712901670718566,2017
738,56,0.6922633360372856,2003
739,50,0.6724952574586496,2012
740,55,0.9718296567443758,2019
741,62,0.5462537881685421,2001
742,43,0.9425763102481142,2006
743,45,0.6491822079988196,2015
744,43,0.5788760225987062,2017
745,34,0.5559505263809115,2002
746,40,0.5410550693050027,2003
747,70,0.6159273509401828,2014
748,55,0.9305523425573483,2016
749,27,0.7066051968140528,2022
750,62,0.8562344466336071,2000
751,55,0.9649456150364131,2010
752,58,0.652341092005372,2010
753,25,0.8692742649000138,2009
754,18,0.8270570918684825,2002
755,33,0.6522355357883498,2014
756,71,0.5107623329386115,2016
757,19,0.6910723979817703,2016
758,57,0.6264900034293532,2001
759,31,0.7663469064282253,2010
760,29,0.8341107006417587,2003
761,43,0.6459910736884922,2006
762,25,0.7354691084474325,2019
763,80,0.6897877610754222,2014
764,58,0.5499705184483901,2023
765,25,0.5891004380537197,2008
766,74,0.9225052550900728,2014
767,26,0.7363233879441395,2004
768,69,0.9387986414367333,2008
769,50,0.9208936471259221,2002
770,20,0.5867992806015536,2017
771,57,0.8622975401813164,2004
772,19,0.7132157633313909,2019
773,18,0.7926032734103501,2018
774,26,0.8837462494848296,2016
775,72,0.9628116431413218,2018
776,24,0.9030652343062684,2000
777,30,0.9709686443675309,2017
778,46,0.6492451369995251,2013
779,37,0.5008181591983885,2012
780,31,0.5949127071071416,2006
781,77,0.871682679047808,2010
782,33,0.8174905781634152,2017
783,24,0.752818355569616,2004
784,53,0.5138406944461167,2013
785,62,0.5305309959221631,2000
786,29,0.5855182072846219,2017
787,42,0.9970651244511828,2008
788,44,0.8902062519919127,2019
789,30,0.7611663872376084,2006
790,37,0.5221046911319718,2006
791,27,0.6350921378470957,2000
792,47,0.5574594140052795,2014
793,80,0.8613628667080775,2015
794,58,0.7024304267251864,2005
795,29,0.9429350376594812,2023
796,25,0.6906490083783865,2023
797,24,0.7138836021767929,2011
798,74,0.5198557114927098,2014
799,32,0.7248059822013602,2009
800,36,0.8473783230874687,2002
801,66,0.9042110729496926,2001
802,60,0.5767595702782273,2019
803,56,0.7762526066508144,2018
804,68,0.7186025880509987,2021
805,80,0.8643434852128848,2000
806,40,0.711040579364635,2008
807,75,0.7247631995705888,2012
808,52,0.8784912105184048,2011
809,23,0.6232060028705746,2015
810,24,0.7368481489829719,2001
811,21,0.6139496826799586,2018
812,27,0.7232818501070142,2017
813,34,0.951735726906918,2018
814,65,0.9755057300208136,2021
815,25,0.7930268296040595,2021
816,70,0.8225072192726657,2005
817,20,0.9716078685596585,2022
818,61,0.8667676434852183,2017
819,70,0.9751292946748435,2005
820,63,0.8412851942703128,2017
821,54,0.6292043104767799,2006
822,31,0.8581076187547296,2018
823,45,0.7449931781738997,2015
824,23,0.954591142362915,2014
825,26,0.9671744742663577,2016
826,50,0.738615553942509,2023
827,69,0.7200436673592776,2001
828,63,0.7979684262536466,2006
829,36,0.8532642115605995,2010
830,54,0.9877799197565764,2023
831,51,0.7329161022789776,2021
832,18,0.6490213393699378,2002
833,45,0.9132259292528033,2021
834,69,0.9508248586207628,2001
835,47,0.8070252414327115,2020
836,21,0.6359497545054182,2022
837,76,0.7165052996715531,2017
838,43,0.9781899889931083,2007
839,75,0.7546500525204465,2015
840,28,0.6263132479507476,2022
841,22,0.7051675206748769,2013
842,71,0.6038579280721024,2004
843,53,0.7517960303230211,2023
844,36,0.9249964149203151,2016
845,52,0.5110458927229047,2021
846,50,0.9163552254904062,2020
847,56,0.6276319894241169,2011
848,22,0.8547133796382695,2004
849,78,0.831676357309334,2022
850,40,0.8038229250814766,2013
851,58,0.8086132326861843,2021
852,42,0.7977777986088768,2022
853,80,0.8384360641939566,2011
854,73,0.9900244663003832,2011
855,66,0.9187910684850067,2000
856,38,0.5379977278644219,2006
857,22,0.7641038798028603,2012
858,73,0.58099202637095,2003
859,29,0.7158474604366347,2006
860,19,0.5502119300654158,2019
861,71,0.5527816644171253,2015
862,35,0.9158312161453068,2016
863,21,0.9770124820061028,2012
864,59,0.7014898548368365,2021
865,64,0.6843244236661121,2011
866,40,0.7241399328922853,2023
867,71,0.7168761240318418,2015
868,25,0.9813659063074738,2019
869,18,0.8706666519865394,2020
870,73,0.6406428328482434,2012
871,28,0.7454977055313066,2007
872,54,0.9892264164518565,2009
873,28,0.7837330721085891,2002
874,32,0.5396762161981314,2005
875,32,0.5296506693121046,2013
876,74,0.953110329224728,2006
877,73,0.9120957161067054,2017
878,59,0.8133490992477164,2018
