policy_id,start_date,year,exposure,age,vehicle_value,credit_score,gdp,cpi,unemp,ffr,lambda,claims
30,2018-09-01,2018,0.9269449036801234,28,251561.97291001034,679.5884255155712,20193.89525,250.768,3.9,1.7725,0.6520470712313274,0
31,2019-07-01,2019,0.5072781561175361,19,235237.53352846092,716.300925584487,20715.6715,255.18775,3.75,2.27,0.3791466310129137,1
32,2020-12-01,2020,0.5189630411332473,22,146189.67221154165,717.8487039163542,20284.5,258.4575,8.875,0.445,0.49203779234988276,0
33,2019-02-01,2019,0.6494282691273838,63,90177.62026487672,763.7335459865835,20715.6715,255.18775,3.75,2.27,0.46067762489986147,0
34,2019-05-01,2019,0.6633452519308776,79,216735.9813688186,680.4225139209472,20715.6715,255.18775,3.75,2.27,0.4725753432790271,1
35,2021-07-01,2021,0.5373862814158201,64,43344.3486935763,688.8293858269802,21532.407,269.43925,5.6,0.085,0.43091395159625967,0
36,2021-03-01,2021,0.8540410972200334,24,201942.46817363848,683.0645842583034,21532.407,269.43925,5.6,0.085,0.6164014340307955,0
37,2022-05-01,2022,0.5125931916991249,76,172049.38867331092,747.019043978997,22075.93125,291.01075,3.7,1.2650000000000001,0.3761212026648188,0
38,2018-12-01,2018,0.912030232604593,65,134091.52490413422,669.716603481049,20193.89525,250.768,3.9,1.7725,0.6536455534324213,1
39,2019-03-01,2019,0.7557157000992447,37,48646.23569840993,656.5120737707516,20715.6715,255.18775,3.75,2.27,0.5159171389661531,0
40,2020-08-01,2020,0.8833538325270638,79,192538.9738631508,681.6175014411348,20284.5,258.4575,8.875,0.445,0.78616638089559,1
41,2021-06-01,2021,0.9690022504655644,65,253711.76848819648,727.266826210561,21532.407,269.43925,5.6,0.085,0.7237148628985929,0
42,2021-09-01,2021,0.7709805013146251,57,132240.03039896884,705.6271470717031,21532.407,269.43925,5.6,0.085,0.5681424763227694,1
43,2018-07-01,2018,0.9744688834762201,74,194643.57956524327,752.1004670605842,20193.89525,250.768,3.9,1.7725,0.7079975737802873,0
44,2018-09-01,2018,0.6584723334526643,36,183461.34055994748,703.0121567350283,20193.89525,250.768,3.9,1.7725,0.474541381208148,0
45,2021-05-01,2021,0.6433968188939616,70,163991.95846932477,654.127588594554,21532.407,269.43925,5.6,0.085,0.49098836575858884,1
46,2018-10-01,2018,0.9841903124470264,52,144851.30692213864,755.0890660746236,20193.89525,250.768,3.9,1.7725,0.7076918137115206,1
47,2019-11-01,2019,0.621457627043128,21,251345.81140139131,745.8711071990926,20715.6715,255.18775,3.75,2.27,0.43530118600991596,0
48,2020-03-01,2020,0.8998673007590696,37,340505.29559042887,639.8539518949316,20284.5,258.4575,8.875,0.445,0.7835924515026689,0
49,2022-12-01,2022,0.6476052034413442,39,137782.03990343524,715.1359375566227,22075.93125,291.01075,3.7,1.2650000000000001,0.4333647555280181,0
50,2022-05-01,2022,0.8483928011264652,56,133108.6804908018,680.1775758629997,22075.93125,291.01075,3.7,1.2650000000000001,0.5566146029817898,0
51,2018-07-01,2018,0.8805910556111485,64,219648.68943230048,828.1334937311951,20193.89525,250.768,3.9,1.7725,0.6290988072709148,1
52,2022-05-01,2022,0.6368651482043788,23,314337.3461004213,637.6992163352371,22075.93125,291.01075,3.7,1.2650000000000001,0.42406781786644754,0
53,2020-03-01,2020,0.5026040551019832,61,196079.08159256657,532.654875348248,20284.5,258.4575,8.875,0.445,0.49293169794041997,2
54,2020-08-01,2020,0.711049968842417,71,143388.77377125213,709.2551663279098,20284.5,258.4575,8.875,0.445,0.6365128841284527,0
55,2021-02-01,2021,0.7989084593718871,31,400807.7879311351,716.8483828310258,21532.407,269.43925,5.6,0.085,0.5791656448059369,0
56,2020-01-01,2020,0.7210836861049756,75,224112.10673746088,713.3470947527982,20284.5,258.4575,8.875,0.445,0.6456416947096514,1
57,2020-10-01,2020,0.6712700841017067,67,148612.62661843837,639.6282168267879,20284.5,258.4575,8.875,0.445,0.6055088755834919,0
58,2020-05-01,2020,0.7583231958560646,27,175183.82424248516,668.2485043097231,20284.5,258.4575,8.875,0.445,0.6575607691207891,0
59,2018-05-01,2018,0.6142284200759605,60,136779.83649259727,703.5331240289006,20193.89525,250.768,3.9,1.7725,0.45598211666543786,0
60,2018-08-01,2018,0.6447099930373952,53,101561.9647265111,661.4877396114341,20193.89525,250.768,3.9,1.7725,0.47115268739486327,0
61,2018-12-01,2018,0.5112108611501753,69,200600.336614274,706.4788399197218,20193.89525,250.768,3.9,1.7725,0.4049572753837669,0
62,2019-01-01,2019,0.7641832600347698,27,154069.36879320518,654.1844749094412,20715.6715,255.18775,3.75,2.27,0.5183280268837738,1
63,2019-06-01,2019,0.7092316257767379,72,160583.5997728945,693.7512754463817,20715.6715,255.18775,3.75,2.27,0.4974084798590401,0
64,2020-09-01,2020,0.9873989830957726,58,241843.75187441448,702.1036096884787,20284.5,258.4575,8.875,0.445,0.880486725283433,4
65,2022-09-01,2022,0.5247840008232743,33,219955.51568570873,656.0456054175868,22075.93125,291.01075,3.7,1.2650000000000001,0.37274515520536083,1
66,2020-03-01,2020,0.8192506124032661,30,163152.16326021598,726.9268883868833,20284.5,258.4575,8.875,0.445,0.7086060759499558,2
67,2020-01-01,2020,0.7469466439215466,68,216272.93521677112,646.3867501869775,20284.5,258.4575,8.875,0.445,0.6634350687167866,1
68,2021-02-01,2021,0.5023531265323982,56,347598.8558209234,770.1696774853995,21532.407,269.43925,5.6,0.085,0.41136030372057036,0
69,2019-09-01,2019,0.5927099110558629,21,182475.39044164083,821.0270489644365,20715.6715,255.18775,3.75,2.27,0.42054055267827417,0
70,2019-03-01,2019,0.8171254533808678,65,132611.00609286805,779.7410924158874,20715.6715,255.18775,3.75,2.27,0.563989093079741,0
71,2021-05-01,2021,0.7592361450660974,21,286289.3730193342,776.0789400345637,21532.407,269.43925,5.6,0.085,0.5492110558389157,1
72,2021-11-01,2021,0.9458396536065266,46,250709.7616040669,652.9056857071893,21532.407,269.43925,5.6,0.085,0.6965603044510211,0
73,2020-02-01,2020,0.8388010821072385,25,198886.9211674196,690.3042752079389,20284.5,258.4575,8.875,0.445,0.7234351144962237,2
74,2022-12-01,2022,0.756883995141834,62,133905.43145493369,594.7040941297305,22075.93125,291.01075,3.7,1.2650000000000001,0.5003770344995067,0
75,2020-07-01,2020,0.6536112404428422,76,123898.09367960654,736.3993674854679,20284.5,258.4575,8.875,0.445,0.5957538969651873,1
76,2019-04-01,2019,0.698694660095498,40,151258.2690802339,643.5652089791128,20715.6715,255.18775,3.75,2.27,0.48259153083741896,0
77,2022-04-01,2022,0.5766480870079249,58,124491.41431866019,699.7729714608372,22075.93125,291.01075,3.7,1.2650000000000001,0.40217174204203726,1
78,2020-06-01,2020,0.6899044739548117,19,176559.75112596067,703.8922066658383,20284.5,258.4575,8.875,0.445,0.6030713795845117,0
79,2018-06-01,2018,0.6351770783076063,47,135862.44292538462,754.4529935039913,20193.89525,250.768,3.9,1.7725,0.464259357047704,0
80,2021-07-01,2021,0.9726448797155172,43,288757.2428125241,798.6676271961078,21532.407,269.43925,5.6,0.085,0.7181446133414607,1
81,2018-08-01,2018,0.6261302009224892,24,162989.4560738406,741.6394763711736,20193.89525,250.768,3.9,1.7725,0.45347472465517047,1
82,2019-10-01,2019,0.8678657206473872,20,185920.38065521454,708.538283155126,20715.6715,255.18775,3.75,2.27,0.5847462492628734,0
83,2019-10-01,2019,0.5338412509299815,74,252126.54180738944,672.7102545116702,20715.6715,255.18775,3.75,2.27,0.40344610835262645,0
84,2021-03-01,2021,0.6854044968495145,57,147185.12038015443,698.8642512493761,21532.407,269.43925,5.6,0.085,0.5126949456822186,0
85,2020-07-01,2020,0.6087567667709664,27,195589.26086622578,814.9925723697366,20284.5,258.4575,8.875,0.445,0.5495267588581911,1
86,2021-12-01,2021,0.9394908603280783,75,74173.87146141019,666.3669692933923,21532.407,269.43925,5.6,0.085,0.7023857493557416,0
87,2019-05-01,2019,0.7116604242473841,48,173459.9620707289,702.4648507738638,20715.6715,255.18775,3.75,2.27,0.4923198836188506,0
88,2022-06-01,2022,0.6605177785968408,38,401860.0453571239,678.9230788203722,22075.93125,291.01075,3.7,1.2650000000000001,0.4398901166434373,0
89,2022-02-01,2022,0.7063055564649403,76,55209.68430303881,631.27491573698,22075.93125,291.01075,3.7,1.2650000000000001,0.4745496631182089,2
90,2022-01-01,2022,0.5781979932216927,74,180384.60669928978,830.653393010064,22075.93125,291.01075,3.7,1.2650000000000001,0.4064810913813048,1
91,2020-10-01,2020,0.8145634349202737,59,183111.5446261526,636.7485288183586,20284.5,258.4575,8.875,0.445,0.7159584166338068,1
92,2018-04-01,2018,0.8846983027178794,79,112950.40969652831,751.8679525387977,20193.89525,250.768,3.9,1.7725,0.6374433697258699,0
93,2019-01-01,2019,0.9508999532554299,23,164217.68106117,708.522490364715,20715.6715,255.18775,3.75,2.27,0.6470792355896592,0
94,2018-05-01,2018,0.8050751311238855,36,321871.2081288147,676.6507612985056,20193.89525,250.768,3.9,1.7725,0.5658178358352325,0
95,2022-06-01,2022,0.8153430474922061,24,86603.68084921557,696.6214104336905,22075.93125,291.01075,3.7,1.2650000000000001,0.5256401029644415,1
96,2022-03-01,2022,0.8310320897726342,48,172573.27582354748,680.1859563395966,22075.93125,291.01075,3.7,1.2650000000000001,0.5427458035901533,0
97,2020-01-01,2020,0.9649997247615829,32,176552.70948136516,734.6878752546241,20284.5,258.4575,8.875,0.445,0.844967774848816,2
98,2022-04-01,2022,0.9961231710622087,58,286367.1456597417,703.9264003842069,22075.93125,291.01075,3.7,1.2650000000000001,0.6653074850092718,0
99,2019-10-01,2019,0.6292582115856931,36,120263.50106818038,634.8276107086592,20715.6715,255.18775,3.75,2.27,0.4430343420940108,0
100,2020-01-01,2020,0.6454215995036066,50,212400.54681243014,678.0081716176157,20284.5,258.4575,8.875,0.445,0.5815534219638008,1
101,2020-08-01,2020,0.9557995813665912,68,56977.772368368074,691.3711756435829,20284.5,258.4575,8.875,0.445,0.852398816805571,3
102,2021-10-01,2021,0.6866536134621128,43,179968.2595234467,725.2565467325318,21532.407,269.43925,5.6,0.085,0.509526284733361,0
103,2020-01-01,2020,0.8617731172125787,28,185460.13164399198,732.2857887668548,20284.5,258.4575,8.875,0.445,0.7448828697458374,0
104,2019-11-01,2019,0.9199861207744107,71,91330.14177369865,771.6924450037176,20715.6715,255.18775,3.75,2.27,0.6401913264889181,0
105,2020-11-01,2020,0.5583438522880897,18,137649.69104548328,695.8003543938585,20284.5,258.4575,8.875,0.445,0.5147147807967133,1
106,2021-04-01,2021,0.9222727390006185,25,120630.74927945375,659.6604464298327,21532.407,269.43925,5.6,0.085,0.6693628530380015,0
107,2021-12-01,2021,0.8281104600755498,35,244885.14049780555,724.9930225082576,21532.407,269.43925,5.6,0.085,0.6011415929310914,0
108,2020-06-01,2020,0.5046403396409005,31,90906.33590646616,670.1704776992116,20284.5,258.4575,8.875,0.445,0.48605283594982074,2
109,2018-12-01,2018,0.5539574956055731,52,197577.3854396098,805.2614495147874,20193.89525,250.768,3.9,1.7725,0.42230564425009987,0
110,2020-07-01,2020,0.7135835830122232,69,115236.90796222592,590.5184665285655,20284.5,258.4575,8.875,0.445,0.6377492674656181,0
111,2022-09-01,2022,0.9141196871642023,57,193295.87721363487,678.5417901406154,22075.93125,291.01075,3.7,1.2650000000000001,0.6026250780909673,0
112,2021-10-01,2021,0.6676336504751816,39,235608.9055914656,650.3292062302681,21532.407,269.43925,5.6,0.085,0.4969343416046568,0
113,2020-06-01,2020,0.6473430281039327,40,91728.43063841747,727.0166082350448,20284.5,258.4575,8.875,0.445,0.579699350860513,1
114,2020-11-01,2020,0.9533853313187137,74,55452.070973955146,617.161740177175,20284.5,258.4575,8.875,0.445,0.8527417764918171,0
115,2019-02-01,2019,0.7033367928816006,57,130053.38700260039,696.9012561436782,20715.6715,255.18775,3.75,2.27,0.48984517216875584,0
116,2020-05-01,2020,0.7838268635096028,40,297281.07033455063,689.9688949295958,20284.5,258.4575,8.875,0.445,0.6828602393594067,0
117,2020-08-01,2020,0.6241994999581948,30,104012.5299855733,640.8730277900277,20284.5,258.4575,8.875,0.445,0.5607293976630092,1
118,2018-07-01,2018,0.5671330055920407,76,223631.94810336988,669.2806929102416,20193.89525,250.768,3.9,1.7725,0.43473532685977334,0
119,2018-03-01,2018,0.5985287869116291,78,96793.43909617324,752.1723002588355,20193.89525,250.768,3.9,1.7725,0.4519231431261254,1
120,2019-11-01,2019,0.7650571240810677,39,252839.7645033374,680.5186609202142,20715.6715,255.18775,3.75,2.27,0.522307067326635,1
121,2022-06-01,2022,0.9778177036205307,56,159527.29376469512,693.0513694946069,22075.93125,291.01075,3.7,1.2650000000000001,0.6501369075974855,0
122,2022-10-01,2022,0.7099841537419707,49,155848.59323319086,702.5207929773208,22075.93125,291.01075,3.7,1.2650000000000001,0.46962450413120516,1
123,2019-03-01,2019,0.9196767780231312,70,177180.92970188844,637.6635454970735,20715.6715,255.18775,3.75,2.27,0.6396019141857802,2
124,2019-09-01,2019,0.5398494978435338,73,100378.6167556127,723.7697822099544,20715.6715,255.18775,3.75,2.27,0.4061420276993211,1
125,2021-01-01,2021,0.875114900409244,19,153909.93398948156,683.7150987941261,21532.407,269.43925,5.6,0.085,0.6304523151692487,0
126,2018-08-01,2018,0.6330352536169812,64,309953.0498270629,801.2085232531886,20193.89525,250.768,3.9,1.7725,0.467416801531169,1
127,2022-03-01,2022,0.7646718053147197,21,143063.06129981473,684.4413124243886,22075.93125,291.01075,3.7,1.2650000000000001,0.4938153146114686,0
128,2018-10-01,2018,0.5225357637973502,47,131775.69547585686,775.9484140529071,20193.89525,250.768,3.9,1.7725,0.4055620074152865,0
129,2022-02-01,2022,0.8846181061817333,78,65671.49837903894,737.8217395913559,22075.93125,291.01075,3.7,1.2650000000000001,0.5884200860593275,3
130,2021-06-01,2021,0.9552636808948591,66,220304.73829349392,698.7392775802659,21532.407,269.43925,5.6,0.085,0.7122728753073034,2
131,2021-08-01,2021,0.8729611714370549,47,158396.6043374022,656.1171767097997,21532.407,269.43925,5.6,0.085,0.6385819961964914,0
132,2020-10-01,2020,0.5487060486339033,35,84297.65085122932,775.0279134173024,20284.5,258.4575,8.875,0.445,0.5135748390696715,0
133,2018-10-01,2018,0.972795058391057,32,128127.09442274366,655.6282141087559,20193.89525,250.768,3.9,1.7725,0.6904451380607628,0
134,2019-10-01,2019,0.5892640599049628,49,190358.12742300783,762.6632426226604,20715.6715,255.18775,3.75,2.27,0.4253034576962472,0
135,2018-12-01,2018,0.9011742547154427,74,121553.66204622075,700.923836662876,20193.89525,250.768,3.9,1.7725,0.6483865928148008,0
136,2019-08-01,2019,0.8356340911705047,44,201621.360593925,628.8844858461413,20715.6715,255.18775,3.75,2.27,0.5700348494763343,1
137,2021-10-01,2021,0.709160816273652,70,216638.9744832093,693.8122465636413,21532.407,269.43925,5.6,0.085,0.531305523380916,0
138,2019-05-01,2019,0.8767539690015838,40,380830.7061544764,831.900033667212,20715.6715,255.18775,3.75,2.27,0.5975522780919527,0
139,2021-10-01,2021,0.7074626976391301,47,64317.65384660869,820.6180944759628,21532.407,269.43925,5.6,0.085,0.5235601475328979,0
140,2022-06-01,2022,0.7970157722011209,37,320550.51753847057,749.6831749082371,22075.93125,291.01075,3.7,1.2650000000000001,0.5178950724345184,0
141,2020-11-01,2020,0.6599331729812548,33,178905.67127829095,690.175201227723,20284.5,258.4575,8.875,0.445,0.5862630164970591,1
142,2021-04-01,2021,0.8232406106544659,66,141942.61294823608,679.6964139325852,21532.407,269.43925,5.6,0.085,0.6079139884157457,1
143,2021-10-01,2021,0.6790133086033165,57,90356.92523338318,655.837341739988,21532.407,269.43925,5.6,0.085,0.5087779096979653,0
144,2022-03-01,2022,0.9359229393303394,23,174101.01143386206,681.0715390314933,22075.93125,291.01075,3.7,1.2650000000000001,0.607142023371084,0
145,2020-06-01,2020,0.7032254983205348,59,337812.3305376138,736.0926968054792,20284.5,258.4575,8.875,0.445,0.6264171757167677,0
146,2019-03-01,2019,0.7279149560490623,37,50068.91423926022,710.3468589352112,20715.6715,255.18775,3.75,2.27,0.4989896112155699,0
147,2019-12-01,2019,0.9446563130477443,60,101501.53803618191,610.2649506134809,20715.6715,255.18775,3.75,2.27,0.6554502952055674,0
148,2022-01-01,2022,0.8260414522374049,22,260137.42896367097,794.4269573920925,22075.93125,291.01075,3.7,1.2650000000000001,0.5318465781454274,0
149,2019-11-01,2019,0.5049732549814507,72,192105.6818659763,677.908365654218,20715.6715,255.18775,3.75,2.27,0.38928103377490847,0
150,2021-07-01,2021,0.8277794391615316,18,237031.7882160279,760.9554876227919,21532.407,269.43925,5.6,0.085,0.5953116646788174,0
151,2018-07-01,2018,0.6206938279792666,27,67847.89591569093,713.0334004088513,20193.89525,250.768,3.9,1.7725,0.45126988237698756,0
152,2020-05-01,2020,0.9827743953792378,23,183183.11044655368,670.2013548011299,20284.5,258.4575,8.875,0.445,0.8589228005406234,0
153,2019-03-01,2019,0.7235719291493297,80,148976.90178972247,684.4074892965219,20715.6715,255.18775,3.75,2.27,0.5082731997658521,1
154,2019-11-01,2019,0.8343155393376946,54,197301.05708724126,788.2967418186445,20715.6715,255.18775,3.75,2.27,0.5722718718705323,0
155,2020-02-01,2020,0.5498503905255347,47,132405.97383685634,706.1050515880803,20284.5,258.4575,8.875,0.445,0.5176853904411226,0
156,2021-02-01,2021,0.6033626918215305,45,107671.9396058883,755.3946909022459,21532.407,269.43925,5.6,0.085,0.4615692621508371,0
157,2021-10-01,2021,0.9736435958184302,28,205156.68789085804,739.5650319436916,21532.407,269.43925,5.6,0.085,0.713099530983431,1
158,2020-08-01,2020,0.784016034565866,68,238886.5571273953,646.2408065849162,20284.5,258.4575,8.875,0.445,0.6936130609731137,1
159,2018-07-01,2018,0.7037562793120742,56,160148.8125236515,671.6256041673513,20193.89525,250.768,3.9,1.7725,0.5065826276291399,0
160,2020-03-01,2020,0.78989775525406,61,102548.62109031237,688.7360735893982,20284.5,258.4575,8.875,0.445,0.6958423046581731,0
161,2021-06-01,2021,0.5660073336912319,61,124530.00148547027,645.0282902974839,21532.407,269.43925,5.6,0.085,0.44523578768712946,1
162,2018-05-01,2018,0.7489837795728818,38,76871.27126029276,660.3301408956858,20193.89525,250.768,3.9,1.7725,0.5295684069394702,0
163,2018-06-01,2018,0.5931499953148887,35,269232.40523030673,787.0707146983859,20193.89525,250.768,3.9,1.7725,0.43852293964390343,1
164,2019-04-01,2019,0.6202486627735198,45,114279.39722794377,718.6745547796929,20715.6715,255.18775,3.75,2.27,0.44044469130299374,1
165,2019-12-01,2019,0.9042517881607637,19,155619.0539788159,713.1230538339274,20715.6715,255.18775,3.75,2.27,0.6105079880646231,0
166,2020-08-01,2020,0.8392778800334781,51,179631.1394036086,773.6090448637434,20284.5,258.4575,8.875,0.445,0.7342725402140381,2
167,2019-09-01,2019,0.9845946232089773,42,161971.63780375395,761.5391333384093,20715.6715,255.18775,3.75,2.27,0.680855671993822,0
168,2022-07-01,2022,0.5692213267320767,18,382895.39315215143,682.7373740769414,22075.93125,291.01075,3.7,1.2650000000000001,0.38993159765109126,0
169,2018-11-01,2018,0.7252756715752184,39,151832.66650333288,684.7223333037819,20193.89525,250.768,3.9,1.7725,0.5149977403322765,0
170,2020-12-01,2020,0.744784978334792,53,223839.96917491133,615.5865329973614,20284.5,258.4575,8.875,0.445,0.6562806872917281,2
171,2021-08-01,2021,0.7713084684219211,77,105577.53234946536,619.2273176657925,21532.407,269.43925,5.6,0.085,0.5746514435562033,0
172,2021-10-01,2021,0.7281666580820456,27,251538.08981690227,755.212392696676,21532.407,269.43925,5.6,0.085,0.5308602403554338,0
173,2022-12-01,2022,0.5857142833992839,46,99169.08887549386,712.8240720021754,22075.93125,291.01075,3.7,1.2650000000000001,0.40389701042739296,0
174,2019-07-01,2019,0.857420137617737,30,193793.20953139412,711.5723709418412,20715.6715,255.18775,3.75,2.27,0.580646555942568,0
175,2020-01-01,2020,0.9530105660669506,22,202042.35496056709,639.5853028562879,20284.5,258.4575,8.875,0.445,0.828330771566851,3
176,2021-03-01,2021,0.6451447126455605,40,107746.05379518076,659.7324043336853,21532.407,269.43925,5.6,0.085,0.48396910730657694,0
177,2022-06-01,2022,0.8825273277470842,70,225575.9347216377,694.0094203022967,22075.93125,291.01075,3.7,1.2650000000000001,0.5843692360631587,1
178,2020-02-01,2020,0.9647824878338724,69,81519.05951618805,691.8739516680783,20284.5,258.4575,8.875,0.445,0.8621108806053993,2
179,2018-09-01,2018,0.5049614089075476,62,110342.37962998456,740.8212305534968,20193.89525,250.768,3.9,1.7725,0.40038755520540503,0
180,2018-07-01,2018,0.7502406683051959,48,159487.48451086346,755.8484103141632,20193.89525,250.768,3.9,1.7725,0.5332922351477019,0
181,2020-10-01,2020,0.6296941257314757,79,178455.22932684596,770.6936350766736,20284.5,258.4575,8.875,0.445,0.5798542636523583,0
182,2021-12-01,2021,0.7310685323318467,43,80908.68788068862,685.853009442222,21532.407,269.43925,5.6,0.085,0.5374196944935852,0
183,2019-01-01,2019,0.7037234385497868,38,320306.3284839867,721.5766455094143,20715.6715,255.18775,3.75,2.27,0.484978882912256,2
184,2019-07-01,2019,0.9176559374900535,30,271951.874481094,725.6554724761829,20715.6715,255.18775,3.75,2.27,0.6241715148469467,0
185,2022-08-01,2022,0.5669481068616733,43,102730.0704097378,684.1062637087651,22075.93125,291.01075,3.7,1.2650000000000001,0.3942522079114999,0
186,2022-04-01,2022,0.9347656754544005,68,177153.80392483767,744.5951921174687,22075.93125,291.01075,3.7,1.2650000000000001,0.6214896547977378,0
187,2021-11-01,2021,0.6961702252738178,71,133230.4453157631,712.943111786627,21532.407,269.43925,5.6,0.085,0.5233750994997207,0
188,2021-03-01,2021,0.8100048488704488,23,192011.3890252357,750.0284089574184,21532.407,269.43925,5.6,0.085,0.5843528745602234,0
189,2018-04-01,2018,0.5642572585493326,57,225359.91156291438,731.7946455585106,20193.89525,250.768,3.9,1.7725,0.42873478640718804,0
190,2018-01-01,2018,0.9408372073667124,30,216085.16868422,735.4775442210539,20193.89525,250.768,3.9,1.7725,0.6637378766351294,0
191,2021-04-01,2021,0.820158819667995,50,205743.55747495932,609.6143093941232,21532.407,269.43925,5.6,0.085,0.6003644863150444,1
192,2020-06-01,2020,0.7559962519444525,65,195068.2308171752,723.3227349516972,20284.5,258.4575,8.875,0.445,0.6695734273476494,0
193,2020-06-01,2020,0.8157153079519048,24,240414.42179465387,682.5940617349888,20284.5,258.4575,8.875,0.445,0.7032820609293248,2
194,2022-04-01,2022,0.982308512669988,50,141195.05101298416,659.898250740746,22075.93125,291.01075,3.7,1.2650000000000001,0.6514968574542843,0
195,2020-01-01,2020,0.8956563335377723,18,278856.7870504253,780.4522334239256,20284.5,258.4575,8.875,0.445,0.7715395243767994,1
196,2019-04-01,2019,0.9744994061766192,66,241964.7122343923,636.8236059416944,20715.6715,255.18775,3.75,2.27,0.681593575891552,1
197,2019-12-01,2019,0.8307309350930154,35,101963.20547462876,766.1323581867096,20715.6715,255.18775,3.75,2.27,0.5638930820151502,1
198,2022-06-01,2022,0.727883494226262,71,128487.65110636999,704.5455789569828,22075.93125,291.01075,3.7,1.2650000000000001,0.48566074792919167,0
199,2018-11-01,2018,0.9722723754821345,49,214298.54781771867,604.2784953645727,20193.89525,250.768,3.9,1.7725,0.6964928310731702,0
200,2021-12-01,2021,0.834713032701984,41,254935.60727276182,716.8255612228237,21532.407,269.43925,5.6,0.085,0.6079258730102528,2
201,2019-08-01,2019,0.6748486392898485,60,229905.35490505953,587.3275456678091,20715.6715,255.18775,3.75,2.27,0.47416400526576136,2
